type,start_x,start_y,end_x,end_y
ground,6200,1850,6250,1900
ground,6250,1850,6300,1900
ground,6300,1850,6350,1900
ground,6350,1850,6400,1900
ground,6400,1850,6450,1900
ground,6450,1850,6500,1900
ground,6500,1850,6550,1900
ground,6550,1850,6600,1900
ground,6850,1850,6900,1900
ground,6900,1850,6950,1900
ground,6950,1850,7000,1900
ground,7000,1850,7050,1900
ground,7050,1850,7100,1900
ground,7100,1850,7150,1900
ground,7150,1850,7200,1900
ground,7200,1850,7250,1900
ground,7250,1850,7300,1900
ground,7300,1850,7350,1900
ground,7350,1850,7400,1900
ground,7400,1850,7450,1900
ground,7450,1850,7500,1900
ground,7500,1850,7550,1900
ground,7550,1850,7600,1900
ground,7600,1850,7650,1900
ground,7650,1850,7700,1900
ground,7700,1850,7750,1900
ground,7750,1850,7800,1900
ground,7800,1850,7850,1900
ground,7850,1850,7900,1900
ground,7900,1850,7950,1900
ground,7950,1850,8000,1900
ground,8000,1850,8050,1900
ground,8050,1850,8100,1900
ground,8100,1850,8150,1900
ground,8150,1850,8200,1900
ground,8200,1850,8250,1900
ground,8250,1850,8300,1900
ground,8300,1850,8350,1900
ground,8350,1850,8400,1900
ground,8400,1850,8450,1900
ground,8450,1850,8500,1900
ground,8500,1850,8550,1900
ground,8550,1850,8600,1900
ground,8600,1850,8650,1900
ground,8650,1850,8700,1900
ground,8700,1850,8750,1900
ground,8750,1850,8800,1900
ground,8800,1850,8850,1900
ground,8850,1850,8900,1900
ground,8900,1850,8950,1900
ground,8950,1850,9000,1900
ground,9000,1850,9050,1900
ground,9050,1850,9100,1900
ground,9100,1850,9150,1900
ground,9150,1850,9200,1900
ground,9200,1850,9250,1900
ground,9250,1850,9300,1900
ground,9300,1850,9350,1900
ground,9350,1850,9400,1900
ground,9400,1850,9450,1900
ground,9450,1850,9500,1900
ground,9500,1850,9550,1900
ground,9550,1850,9600,1900
ground,9600,1850,9650,1900
ground,9650,1850,9700,1900
ground,9700,1850,9750,1900
ground,9750,1850,9800,1900
ground,9800,1850,9850,1900
ground,9850,1850,9900,1900
ground,9900,1850,9950,1900
ground,9950,1850,10000,1900
ground,10000,1850,10050,1900
ground,10050,1850,10100,1900
ground,10100,1850,10150,1900
ground,10150,1850,10200,1900
ground,10200,1850,10250,1900
ground,10250,1850,10300,1900
ground,10300,1850,10350,1900
ground,10350,1850,10400,1900
ground,10400,1850,10450,1900
ground,10450,1850,10500,1900
ground,10500,1850,10550,1900
ground,10550,1850,10600,1900
ground,10600,1850,10650,1900
ground,10650,1850,10700,1900
ground,10700,1850,10750,1900
ground,10750,1850,10800,1900
ground,10800,1850,10850,1900
ground,10850,1850,10900,1900
ground,10900,1850,10950,1900
ground,10950,1850,11000,1900
ground,11000,1850,11050,1900
ground,11050,1850,11100,1900
ground,11100,1850,11150,1900
ground,11150,1850,11200,1900
ground,11200,1850,11250,1900
ground,11250,1850,11300,1900
ground,11300,1850,11350,1900
ground,11350,1850,11400,1900
ground,11400,1850,11450,1900
ground,11450,1850,11500,1900
ground,11500,1850,11550,1900
ground,11550,1850,11600,1900
ground,11600,1850,11650,1900
ground,11650,1850,11700,1900
ground,11700,1850,11750,1900
ground,11750,1850,11800,1900
ground,11800,1850,11850,1900
ground,11850,1850,11900,1900
ground,11900,1850,11950,1900
ground,11950,1850,12000,1900
ground,12000,1850,12050,1900
ground,12050,1850,12100,1900
ground,12100,1850,12150,1900
ground,12150,1850,12200,1900
ground,12200,1850,12250,1900
ground,12250,1850,12300,1900
ground,12300,1850,12350,1900
ground,12350,1850,12400,1900
ground,12400,1850,12450,1900
ground,12450,1850,12500,1900
ground,12500,1850,12550,1900
ground,12550,1850,12600,1900
ground,12600,1850,12650,1900
ground,12650,1850,12700,1900
ground,12700,1850,12750,1900
ground,12750,1850,12800,1900
ground,0,1900,50,1950
ground,50,1900,100,1950
ground,100,1900,150,1950
ground,150,1900,200,1950
ground,200,1900,250,1950
ground,250,1900,300,1950
ground,300,1900,350,1950
ground,350,1900,400,1950
ground,400,1900,450,1950
ground,450,1900,500,1950
ground,500,1900,550,1950
ground,550,1900,600,1950
ground,600,1900,650,1950
ground,650,1900,700,1950
ground,700,1900,750,1950
ground,750,1900,800,1950
ground,800,1900,850,1950
ground,850,1900,900,1950
ground,900,1900,950,1950
ground,950,1900,1000,1950
ground,1000,1900,1050,1950
ground,1050,1900,1100,1950
ground,1100,1900,1150,1950
ground,1150,1900,1200,1950
ground,1200,1900,1250,1950
ground,1250,1900,1300,1950
ground,1300,1900,1350,1950
ground,1350,1900,1400,1950
ground,1400,1900,1450,1950
ground,1450,1900,1500,1950
ground,1500,1900,1550,1950
ground,1550,1900,1600,1950
ground,1600,1900,1650,1950
ground,1650,1900,1700,1950
ground,1700,1900,1750,1950
ground,1750,1900,1800,1950
ground,1800,1900,1850,1950
ground,1850,1900,1900,1950
ground,1900,1900,1950,1950
ground,1950,1900,2000,1950
ground,2000,1900,2050,1950
ground,2050,1900,2100,1950
ground,2100,1900,2150,1950
ground,2150,1900,2200,1950
ground,2200,1900,2250,1950
ground,2250,1900,2300,1950
ground,2300,1900,2350,1950
ground,2350,1900,2400,1950
ground,2400,1900,2450,1950
ground,2450,1900,2500,1950
ground,2500,1900,2550,1950
ground,2550,1900,2600,1950
ground,2600,1900,2650,1950
ground,2650,1900,2700,1950
ground,2700,1900,2750,1950
ground,2750,1900,2800,1950
ground,2800,1900,2850,1950
ground,2850,1900,2900,1950
ground,2900,1900,2950,1950
ground,2950,1900,3000,1950
ground,3000,1900,3050,1950
ground,3050,1900,3100,1950
ground,3100,1900,3150,1950
ground,3150,1900,3200,1950
ground,3200,1900,3250,1950
ground,3250,1900,3300,1950
ground,3300,1900,3350,1950
ground,3350,1900,3400,1950
ground,3400,1900,3450,1950
ground,3450,1900,3500,1950
ground,3500,1900,3550,1950
ground,3550,1900,3600,1950
ground,3600,1900,3650,1950
ground,3650,1900,3700,1950
ground,3700,1900,3750,1950
ground,3750,1900,3800,1950
ground,3800,1900,3850,1950
ground,3850,1900,3900,1950
ground,3900,1900,3950,1950
ground,3950,1900,4000,1950
ground,4000,1900,4050,1950
ground,4050,1900,4100,1950
ground,4100,1900,4150,1950
ground,4150,1900,4200,1950
ground,4200,1900,4250,1950
ground,4250,1900,4300,1950
ground,4300,1900,4350,1950
ground,4350,1900,4400,1950
ground,4400,1900,4450,1950
ground,4450,1900,4500,1950
ground,4500,1900,4550,1950
ground,4550,1900,4600,1950
ground,4600,1900,4650,1950
ground,4650,1900,4700,1950
ground,4700,1900,4750,1950
ground,4750,1900,4800,1950
ground,4800,1900,4850,1950
ground,4850,1900,4900,1950
ground,4900,1900,4950,1950
ground,4950,1900,5000,1950
ground,5000,1900,5050,1950
ground,5050,1900,5100,1950
ground,5100,1900,5150,1950
ground,5150,1900,5200,1950
ground,5200,1900,5250,1950
ground,5250,1900,5300,1950
ground,5300,1900,5350,1950
ground,5350,1900,5400,1950
ground,5400,1900,5450,1950
ground,5450,1900,5500,1950
ground,5500,1900,5550,1950
ground,5550,1900,5600,1950
ground,5600,1900,5650,1950
ground,5650,1900,5700,1950
ground,5700,1900,5750,1950
ground,5750,1900,5800,1950
ground,5800,1900,5850,1950
ground,5850,1900,5900,1950
ground,5900,1900,5950,1950
ground,5950,1900,6000,1950
ground,6000,1900,6050,1950
ground,6050,1900,6100,1950
ground,6100,1900,6150,1950
ground,6150,1900,6200,1950
ground,6200,1900,6250,1950
ground,6250,1900,6300,1950
ground,6300,1900,6350,1950
ground,6350,1900,6400,1950
ground,6400,1900,6450,1950
ground,6450,1900,6500,1950
ground,6500,1900,6550,1950
ground,6550,1900,6600,1950
ground,6850,1900,6900,1950
ground,6900,1900,6950,1950
ground,6950,1900,7000,1950
ground,7000,1900,7050,1950
ground,7050,1900,7100,1950
ground,7100,1900,7150,1950
ground,7150,1900,7200,1950
ground,7200,1900,7250,1950
ground,7250,1900,7300,1950
ground,7300,1900,7350,1950
ground,7350,1900,7400,1950
ground,7400,1900,7450,1950
ground,7450,1900,7500,1950
ground,7500,1900,7550,1950
ground,7550,1900,7600,1950
ground,7600,1900,7650,1950
ground,7650,1900,7700,1950
ground,7700,1900,7750,1950
ground,7750,1900,7800,1950
ground,7800,1900,7850,1950
ground,7850,1900,7900,1950
ground,7900,1900,7950,1950
ground,7950,1900,8000,1950
ground,8000,1900,8050,1950
ground,8050,1900,8100,1950
ground,8100,1900,8150,1950
ground,8150,1900,8200,1950
ground,8200,1900,8250,1950
ground,8250,1900,8300,1950
ground,8300,1900,8350,1950
ground,8350,1900,8400,1950
ground,8400,1900,8450,1950
ground,8450,1900,8500,1950
ground,8500,1900,8550,1950
ground,8550,1900,8600,1950
ground,8600,1900,8650,1950
ground,8650,1900,8700,1950
ground,8700,1900,8750,1950
ground,8750,1900,8800,1950
ground,8800,1900,8850,1950
ground,8850,1900,8900,1950
ground,8900,1900,8950,1950
ground,8950,1900,9000,1950
ground,9000,1900,9050,1950
ground,9050,1900,9100,1950
ground,9100,1900,9150,1950
ground,9150,1900,9200,1950
ground,9200,1900,9250,1950
ground,9250,1900,9300,1950
ground,9300,1900,9350,1950
ground,9350,1900,9400,1950
ground,9400,1900,9450,1950
ground,9450,1900,9500,1950
ground,9500,1900,9550,1950
ground,9550,1900,9600,1950
ground,9600,1900,9650,1950
ground,9650,1900,9700,1950
ground,9700,1900,9750,1950
ground,9750,1900,9800,1950
ground,9800,1900,9850,1950
ground,9850,1900,9900,1950
ground,9900,1900,9950,1950
ground,9950,1900,10000,1950
ground,10000,1900,10050,1950
ground,10050,1900,10100,1950
ground,10100,1900,10150,1950
ground,10150,1900,10200,1950
ground,10200,1900,10250,1950
ground,10250,1900,10300,1950
ground,10300,1900,10350,1950
ground,10350,1900,10400,1950
ground,10400,1900,10450,1950
ground,10450,1900,10500,1950
ground,10500,1900,10550,1950
ground,10550,1900,10600,1950
ground,10600,1900,10650,1950
ground,10650,1900,10700,1950
ground,10700,1900,10750,1950
ground,10750,1900,10800,1950
ground,10800,1900,10850,1950
ground,10850,1900,10900,1950
ground,10900,1900,10950,1950
ground,10950,1900,11000,1950
ground,11000,1900,11050,1950
ground,11050,1900,11100,1950
ground,11100,1900,11150,1950
ground,11150,1900,11200,1950
ground,11200,1900,11250,1950
ground,11250,1900,11300,1950
ground,11300,1900,11350,1950
ground,11350,1900,11400,1950
ground,11400,1900,11450,1950
ground,11450,1900,11500,1950
ground,11500,1900,11550,1950
ground,11550,1900,11600,1950
ground,11600,1900,11650,1950
ground,11650,1900,11700,1950
ground,11700,1900,11750,1950
ground,11750,1900,11800,1950
ground,11800,1900,11850,1950
ground,11850,1900,11900,1950
ground,11900,1900,11950,1950
ground,11950,1900,12000,1950
ground,12000,1900,12050,1950
ground,12050,1900,12100,1950
ground,12100,1900,12150,1950
ground,12150,1900,12200,1950
ground,12200,1900,12250,1950
ground,12250,1900,12300,1950
ground,12300,1900,12350,1950
ground,12350,1900,12400,1950
ground,12400,1900,12450,1950
ground,12450,1900,12500,1950
ground,12500,1900,12550,1950
ground,12550,1900,12600,1950
ground,12600,1900,12650,1950
ground,12650,1900,12700,1950
ground,12700,1900,12750,1950
ground,12750,1900,12800,1950
ground,0,1950,50,2000
ground,50,1950,100,2000
ground,100,1950,150,2000
ground,150,1950,200,2000
ground,200,1950,250,2000
ground,250,1950,300,2000
ground,300,1950,350,2000
ground,350,1950,400,2000
ground,400,1950,450,2000
ground,450,1950,500,2000
ground,500,1950,550,2000
ground,550,1950,600,2000
ground,600,1950,650,2000
ground,650,1950,700,2000
ground,700,1950,750,2000
ground,750,1950,800,2000
ground,800,1950,850,2000
ground,850,1950,900,2000
ground,900,1950,950,2000
ground,950,1950,1000,2000
ground,1000,1950,1050,2000
ground,1050,1950,1100,2000
ground,1100,1950,1150,2000
ground,1150,1950,1200,2000
ground,1200,1950,1250,2000
ground,1250,1950,1300,2000
ground,1300,1950,1350,2000
ground,1350,1950,1400,2000
ground,1400,1950,1450,2000
ground,1450,1950,1500,2000
ground,1500,1950,1550,2000
ground,1550,1950,1600,2000
ground,1600,1950,1650,2000
ground,1650,1950,1700,2000
ground,1700,1950,1750,2000
ground,1750,1950,1800,2000
ground,1800,1950,1850,2000
ground,1850,1950,1900,2000
ground,1900,1950,1950,2000
ground,1950,1950,2000,2000
ground,2000,1950,2050,2000
ground,2050,1950,2100,2000
ground,2100,1950,2150,2000
ground,2150,1950,2200,2000
ground,2200,1950,2250,2000
ground,2250,1950,2300,2000
ground,2300,1950,2350,2000
ground,2350,1950,2400,2000
ground,2400,1950,2450,2000
ground,2450,1950,2500,2000
ground,2500,1950,2550,2000
ground,2550,1950,2600,2000
ground,2600,1950,2650,2000
ground,2650,1950,2700,2000
ground,2700,1950,2750,2000
ground,2750,1950,2800,2000
ground,2800,1950,2850,2000
ground,2850,1950,2900,2000
ground,2900,1950,2950,2000
ground,2950,1950,3000,2000
ground,3000,1950,3050,2000
ground,3050,1950,3100,2000
ground,3100,1950,3150,2000
ground,3150,1950,3200,2000
ground,3200,1950,3250,2000
ground,3250,1950,3300,2000
ground,3300,1950,3350,2000
ground,3350,1950,3400,2000
ground,3400,1950,3450,2000
ground,3450,1950,3500,2000
ground,3500,1950,3550,2000
ground,3550,1950,3600,2000
ground,3600,1950,3650,2000
ground,3650,1950,3700,2000
ground,3700,1950,3750,2000
ground,3750,1950,3800,2000
ground,3800,1950,3850,2000
ground,3850,1950,3900,2000
ground,3900,1950,3950,2000
ground,3950,1950,4000,2000
ground,4000,1950,4050,2000
ground,4050,1950,4100,2000
ground,4100,1950,4150,2000
ground,4150,1950,4200,2000
ground,4200,1950,4250,2000
ground,4250,1950,4300,2000
ground,4300,1950,4350,2000
ground,4350,1950,4400,2000
ground,4400,1950,4450,2000
ground,4450,1950,4500,2000
ground,4500,1950,4550,2000
ground,4550,1950,4600,2000
ground,4600,1950,4650,2000
ground,4650,1950,4700,2000
ground,4700,1950,4750,2000
ground,4750,1950,4800,2000
ground,4800,1950,4850,2000
ground,4850,1950,4900,2000
ground,4900,1950,4950,2000
ground,4950,1950,5000,2000
ground,5000,1950,5050,2000
ground,5050,1950,5100,2000
ground,5100,1950,5150,2000
ground,5150,1950,5200,2000
ground,5200,1950,5250,2000
ground,5250,1950,5300,2000
ground,5300,1950,5350,2000
ground,5350,1950,5400,2000
ground,5400,1950,5450,2000
ground,5450,1950,5500,2000
ground,5500,1950,5550,2000
ground,5550,1950,5600,2000
ground,5600,1950,5650,2000
ground,5650,1950,5700,2000
ground,5700,1950,5750,2000
ground,5750,1950,5800,2000
ground,5800,1950,5850,2000
ground,5850,1950,5900,2000
ground,5900,1950,5950,2000
ground,5950,1950,6000,2000
ground,6000,1950,6050,2000
ground,6050,1950,6100,2000
ground,6100,1950,6150,2000
ground,6150,1950,6200,2000
ground,6200,1950,6250,2000
ground,6250,1950,6300,2000
ground,6300,1950,6350,2000
ground,6350,1950,6400,2000
ground,6400,1950,6450,2000
ground,6450,1950,6500,2000
ground,6500,1950,6550,2000
ground,6550,1950,6600,2000
ground,6850,1950,6900,2000
ground,6900,1950,6950,2000
ground,6950,1950,7000,2000
ground,7000,1950,7050,2000
ground,7050,1950,7100,2000
ground,7100,1950,7150,2000
ground,7150,1950,7200,2000
ground,7200,1950,7250,2000
ground,7250,1950,7300,2000
ground,7300,1950,7350,2000
ground,7350,1950,7400,2000
ground,7400,1950,7450,2000
ground,7450,1950,7500,2000
ground,7500,1950,7550,2000
ground,7550,1950,7600,2000
ground,7600,1950,7650,2000
ground,7650,1950,7700,2000
ground,7700,1950,7750,2000
ground,7750,1950,7800,2000
ground,7800,1950,7850,2000
ground,7850,1950,7900,2000
ground,7900,1950,7950,2000
ground,7950,1950,8000,2000
ground,8000,1950,8050,2000
ground,8050,1950,8100,2000
ground,8100,1950,8150,2000
ground,8150,1950,8200,2000
ground,8200,1950,8250,2000
ground,8250,1950,8300,2000
ground,8300,1950,8350,2000
ground,8350,1950,8400,2000
ground,8400,1950,8450,2000
ground,8450,1950,8500,2000
ground,8500,1950,8550,2000
ground,8550,1950,8600,2000
ground,8600,1950,8650,2000
ground,8650,1950,8700,2000
ground,8700,1950,8750,2000
ground,8750,1950,8800,2000
ground,8800,1950,8850,2000
ground,8850,1950,8900,2000
ground,8900,1950,8950,2000
ground,8950,1950,9000,2000
ground,9000,1950,9050,2000
ground,9050,1950,9100,2000
ground,9100,1950,9150,2000
ground,9150,1950,9200,2000
ground,9200,1950,9250,2000
ground,9250,1950,9300,2000
ground,9300,1950,9350,2000
ground,9350,1950,9400,2000
ground,9400,1950,9450,2000
ground,9450,1950,9500,2000
ground,9500,1950,9550,2000
ground,9550,1950,9600,2000
ground,9600,1950,9650,2000
ground,9650,1950,9700,2000
ground,9700,1950,9750,2000
ground,9750,1950,9800,2000
ground,9800,1950,9850,2000
ground,9850,1950,9900,2000
ground,9900,1950,9950,2000
ground,9950,1950,10000,2000
ground,10000,1950,10050,2000
ground,10050,1950,10100,2000
ground,10100,1950,10150,2000
ground,10150,1950,10200,2000
ground,10200,1950,10250,2000
ground,10250,1950,10300,2000
ground,10300,1950,10350,2000
ground,10350,1950,10400,2000
ground,10400,1950,10450,2000
ground,10450,1950,10500,2000
ground,10500,1950,10550,2000
ground,10550,1950,10600,2000
ground,10600,1950,10650,2000
ground,10650,1950,10700,2000
ground,10700,1950,10750,2000
ground,10750,1950,10800,2000
ground,10800,1950,10850,2000
ground,10850,1950,10900,2000
ground,10900,1950,10950,2000
ground,10950,1950,11000,2000
ground,11000,1950,11050,2000
ground,11050,1950,11100,2000
ground,11100,1950,11150,2000
ground,11150,1950,11200,2000
ground,11200,1950,11250,2000
ground,11250,1950,11300,2000
ground,11300,1950,11350,2000
ground,11350,1950,11400,2000
ground,11400,1950,11450,2000
ground,11450,1950,11500,2000
ground,11500,1950,11550,2000
ground,11550,1950,11600,2000
ground,11600,1950,11650,2000
ground,11650,1950,11700,2000
ground,11700,1950,11750,2000
ground,11750,1950,11800,2000
ground,11800,1950,11850,2000
ground,11850,1950,11900,2000
ground,11900,1950,11950,2000
ground,11950,1950,12000,2000
ground,12000,1950,12050,2000
ground,12050,1950,12100,2000
ground,12100,1950,12150,2000
ground,12150,1950,12200,2000
ground,12200,1950,12250,2000
ground,12250,1950,12300,2000
ground,12300,1950,12350,2000
ground,12350,1950,12400,2000
ground,12400,1950,12450,2000
ground,12450,1950,12500,2000
ground,12500,1950,12550,2000
ground,12550,1950,12600,2000
ground,12600,1950,12650,2000
ground,12650,1950,12700,2000
ground,12700,1950,12750,2000
ground,12750,1950,12800,2000
ground,0,2000,50,2050
ground,50,2000,100,2050
ground,100,2000,150,2050
ground,150,2000,200,2050
ground,200,2000,250,2050
ground,250,2000,300,2050
ground,300,2000,350,2050
ground,350,2000,400,2050
ground,400,2000,450,2050
ground,450,2000,500,2050
ground,500,2000,550,2050
ground,550,2000,600,2050
ground,600,2000,650,2050
ground,650,2000,700,2050
ground,700,2000,750,2050
ground,750,2000,800,2050
ground,800,2000,850,2050
ground,850,2000,900,2050
ground,900,2000,950,2050
ground,950,2000,1000,2050
ground,1000,2000,1050,2050
ground,1050,2000,1100,2050
ground,1100,2000,1150,2050
ground,1150,2000,1200,2050
ground,1200,2000,1250,2050
ground,1250,2000,1300,2050
ground,1300,2000,1350,2050
ground,1350,2000,1400,2050
ground,1400,2000,1450,2050
ground,1450,2000,1500,2050
ground,1500,2000,1550,2050
ground,1550,2000,1600,2050
ground,1600,2000,1650,2050
ground,1650,2000,1700,2050
ground,1700,2000,1750,2050
ground,1750,2000,1800,2050
ground,1800,2000,1850,2050
ground,1850,2000,1900,2050
ground,1900,2000,1950,2050
ground,1950,2000,2000,2050
ground,2000,2000,2050,2050
ground,2050,2000,2100,2050
ground,2100,2000,2150,2050
ground,2150,2000,2200,2050
ground,2200,2000,2250,2050
ground,2250,2000,2300,2050
ground,2300,2000,2350,2050
ground,2350,2000,2400,2050
ground,2400,2000,2450,2050
ground,2450,2000,2500,2050
ground,2500,2000,2550,2050
ground,2550,2000,2600,2050
ground,2600,2000,2650,2050
ground,2650,2000,2700,2050
ground,2700,2000,2750,2050
ground,2750,2000,2800,2050
ground,2800,2000,2850,2050
ground,2850,2000,2900,2050
ground,2900,2000,2950,2050
ground,2950,2000,3000,2050
ground,3000,2000,3050,2050
ground,3050,2000,3100,2050
ground,3100,2000,3150,2050
ground,3150,2000,3200,2050
ground,3200,2000,3250,2050
ground,3250,2000,3300,2050
ground,3300,2000,3350,2050
ground,3350,2000,3400,2050
ground,3400,2000,3450,2050
ground,3450,2000,3500,2050
ground,3500,2000,3550,2050
ground,3550,2000,3600,2050
ground,3600,2000,3650,2050
ground,3650,2000,3700,2050
ground,3700,2000,3750,2050
ground,3750,2000,3800,2050
ground,3800,2000,3850,2050
ground,3850,2000,3900,2050
ground,3900,2000,3950,2050
ground,3950,2000,4000,2050
ground,4000,2000,4050,2050
ground,4050,2000,4100,2050
ground,4100,2000,4150,2050
ground,4150,2000,4200,2050
ground,4200,2000,4250,2050
ground,4250,2000,4300,2050
ground,4300,2000,4350,2050
ground,4350,2000,4400,2050
ground,4400,2000,4450,2050
ground,4450,2000,4500,2050
ground,4500,2000,4550,2050
ground,4550,2000,4600,2050
ground,4600,2000,4650,2050
ground,4650,2000,4700,2050
ground,4700,2000,4750,2050
ground,4750,2000,4800,2050
ground,4800,2000,4850,2050
ground,4850,2000,4900,2050
ground,4900,2000,4950,2050
ground,4950,2000,5000,2050
ground,5000,2000,5050,2050
ground,5050,2000,5100,2050
ground,5100,2000,5150,2050
ground,5150,2000,5200,2050
ground,5200,2000,5250,2050
ground,5250,2000,5300,2050
ground,5300,2000,5350,2050
ground,5350,2000,5400,2050
ground,5400,2000,5450,2050
ground,5450,2000,5500,2050
ground,5500,2000,5550,2050
ground,5550,2000,5600,2050
ground,5600,2000,5650,2050
ground,5650,2000,5700,2050
ground,5700,2000,5750,2050
ground,5750,2000,5800,2050
ground,5800,2000,5850,2050
ground,5850,2000,5900,2050
ground,5900,2000,5950,2050
ground,5950,2000,6000,2050
ground,6000,2000,6050,2050
ground,6050,2000,6100,2050
ground,6100,2000,6150,2050
ground,6150,2000,6200,2050
ground,6200,2000,6250,2050
ground,6250,2000,6300,2050
ground,6300,2000,6350,2050
ground,6350,2000,6400,2050
ground,6400,2000,6450,2050
ground,6450,2000,6500,2050
ground,6500,2000,6550,2050
ground,6550,2000,6600,2050
ground,6850,2000,6900,2050
ground,6900,2000,6950,2050
ground,6950,2000,7000,2050
ground,7000,2000,7050,2050
ground,7050,2000,7100,2050
ground,7100,2000,7150,2050
ground,7150,2000,7200,2050
ground,7200,2000,7250,2050
ground,7250,2000,7300,2050
ground,7300,2000,7350,2050
ground,7350,2000,7400,2050
ground,7400,2000,7450,2050
ground,7450,2000,7500,2050
ground,7500,2000,7550,2050
ground,7550,2000,7600,2050
ground,7600,2000,7650,2050
ground,7650,2000,7700,2050
ground,7700,2000,7750,2050
ground,7750,2000,7800,2050
ground,7800,2000,7850,2050
ground,7850,2000,7900,2050
ground,7900,2000,7950,2050
ground,7950,2000,8000,2050
ground,8000,2000,8050,2050
ground,8050,2000,8100,2050
ground,8100,2000,8150,2050
ground,8150,2000,8200,2050
ground,8200,2000,8250,2050
ground,8250,2000,8300,2050
ground,8300,2000,8350,2050
ground,8350,2000,8400,2050
ground,8400,2000,8450,2050
ground,8450,2000,8500,2050
ground,8500,2000,8550,2050
ground,8550,2000,8600,2050
ground,8600,2000,8650,2050
ground,8650,2000,8700,2050
ground,8700,2000,8750,2050
ground,8750,2000,8800,2050
ground,8800,2000,8850,2050
ground,8850,2000,8900,2050
ground,8900,2000,8950,2050
ground,8950,2000,9000,2050
ground,9000,2000,9050,2050
ground,9050,2000,9100,2050
ground,9100,2000,9150,2050
ground,9150,2000,9200,2050
ground,9200,2000,9250,2050
ground,9250,2000,9300,2050
ground,9300,2000,9350,2050
ground,9350,2000,9400,2050
ground,9400,2000,9450,2050
ground,9450,2000,9500,2050
ground,9500,2000,9550,2050
ground,9550,2000,9600,2050
ground,9600,2000,9650,2050
ground,9650,2000,9700,2050
ground,9700,2000,9750,2050
ground,9750,2000,9800,2050
ground,9800,2000,9850,2050
ground,9850,2000,9900,2050
ground,9900,2000,9950,2050
ground,9950,2000,10000,2050
ground,10000,2000,10050,2050
ground,10050,2000,10100,2050
ground,10100,2000,10150,2050
ground,10150,2000,10200,2050
ground,10200,2000,10250,2050
ground,10250,2000,10300,2050
ground,10300,2000,10350,2050
ground,10350,2000,10400,2050
ground,10400,2000,10450,2050
ground,10450,2000,10500,2050
ground,10500,2000,10550,2050
ground,10550,2000,10600,2050
ground,10600,2000,10650,2050
ground,10650,2000,10700,2050
ground,10700,2000,10750,2050
ground,10750,2000,10800,2050
ground,10800,2000,10850,2050
ground,10850,2000,10900,2050
ground,10900,2000,10950,2050
ground,10950,2000,11000,2050
ground,11000,2000,11050,2050
ground,11050,2000,11100,2050
ground,11100,2000,11150,2050
ground,11150,2000,11200,2050
ground,11200,2000,11250,2050
ground,11250,2000,11300,2050
ground,11300,2000,11350,2050
ground,11350,2000,11400,2050
ground,11400,2000,11450,2050
ground,11450,2000,11500,2050
ground,11500,2000,11550,2050
ground,11550,2000,11600,2050
ground,11600,2000,11650,2050
ground,11650,2000,11700,2050
ground,11700,2000,11750,2050
ground,11750,2000,11800,2050
ground,11800,2000,11850,2050
ground,11850,2000,11900,2050
ground,11900,2000,11950,2050
ground,11950,2000,12000,2050
ground,12000,2000,12050,2050
ground,12050,2000,12100,2050
ground,12100,2000,12150,2050
ground,12150,2000,12200,2050
ground,12200,2000,12250,2050
ground,12250,2000,12300,2050
ground,12300,2000,12350,2050
ground,12350,2000,12400,2050
ground,12400,2000,12450,2050
ground,12450,2000,12500,2050
ground,12500,2000,12550,2050
ground,12550,2000,12600,2050
ground,12600,2000,12650,2050
ground,12650,2000,12700,2050
ground,12700,2000,12750,2050
ground,12750,2000,12800,2050
ground,0,2050,50,2100
ground,50,2050,100,2100
ground,100,2050,150,2100
ground,150,2050,200,2100
ground,200,2050,250,2100
ground,250,2050,300,2100
ground,300,2050,350,2100
ground,350,2050,400,2100
ground,400,2050,450,2100
ground,450,2050,500,2100
ground,500,2050,550,2100
ground,550,2050,600,2100
ground,600,2050,650,2100
ground,650,2050,700,2100
ground,700,2050,750,2100
ground,750,2050,800,2100
ground,800,2050,850,2100
ground,850,2050,900,2100
ground,900,2050,950,2100
ground,950,2050,1000,2100
ground,1000,2050,1050,2100
ground,1050,2050,1100,2100
ground,1100,2050,1150,2100
ground,1150,2050,1200,2100
ground,1200,2050,1250,2100
ground,1250,2050,1300,2100
ground,1300,2050,1350,2100
ground,1350,2050,1400,2100
ground,1400,2050,1450,2100
ground,1450,2050,1500,2100
ground,1500,2050,1550,2100
ground,1550,2050,1600,2100
ground,1600,2050,1650,2100
ground,1650,2050,1700,2100
ground,1700,2050,1750,2100
ground,1750,2050,1800,2100
ground,1800,2050,1850,2100
ground,1850,2050,1900,2100
ground,1900,2050,1950,2100
ground,1950,2050,2000,2100
ground,2000,2050,2050,2100
ground,2050,2050,2100,2100
ground,2100,2050,2150,2100
ground,2150,2050,2200,2100
ground,2200,2050,2250,2100
ground,2250,2050,2300,2100
ground,2300,2050,2350,2100
ground,2350,2050,2400,2100
ground,2400,2050,2450,2100
ground,2450,2050,2500,2100
ground,2500,2050,2550,2100
ground,2550,2050,2600,2100
ground,2600,2050,2650,2100
ground,2650,2050,2700,2100
ground,2700,2050,2750,2100
ground,2750,2050,2800,2100
ground,2800,2050,2850,2100
ground,2850,2050,2900,2100
ground,2900,2050,2950,2100
ground,2950,2050,3000,2100
ground,3000,2050,3050,2100
ground,3050,2050,3100,2100
